,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"z_m_s_15[12,2]",-0.272884,0.0041596,0.248741,-0.685046,-0.270563,0.135013,3575.94,4.99919,1.00186
"z_m_s_15[12,3]",-0.315133,0.00436105,0.407588,-0.982741,-0.310188,0.34216,8734.97,12.2115,1.00029
"z_m_s_15[12,4]",0.0658015,0.00432626,0.356499,-0.521326,0.0680237,0.645137,6790.35,9.49296,1.00067
"z_m_s_15[12,5]",-0.531151,0.00446036,0.329827,-1.0713,-0.532369,0.0221775,5468.06,7.64439,1.00217
"z_m_s_15[12,6]",-0.568982,0.00439765,0.344627,-1.13328,-0.567359,-0.00189677,6141.25,8.58551,1.00195
"z_m_s_15[12,7]",-0.472925,0.0043161,0.340792,-1.03093,-0.473917,0.0871415,6234.39,8.71573,1.0001
"z_m_s_15[12,8]",-0.595829,0.00483441,0.490566,-1.38837,-0.599147,0.222348,10296.9,14.3952,0.999811
"z_m_s_15[12,9]",-1.03258,0.00417149,0.334791,-1.58551,-1.03455,-0.478904,6441.15,9.00477,1.00024
"z_m_s_15[12,10]",0.0457251,0.00472159,0.448229,-0.685208,0.0377559,0.796577,9012.04,12.5989,1.00016
"z_m_s_15[12,11]",-0.107603,0.00422471,0.363426,-0.706777,-0.108724,0.494789,7400.12,10.3454,1.00056
"z_m_s_15[12,12]",0.524951,0.00406748,0.372567,-0.0852511,0.52694,1.12427,8389.94,11.7292,0.99996
"z_m_s_15[12,13]",-0.441146,0.00443806,0.418559,-1.12863,-0.441197,0.245207,8894.62,12.4347,0.999766
"z_m_s_15[12,14]",-0.311513,0.00391497,0.354595,-0.895396,-0.309547,0.274042,8203.67,11.4688,0.999768
"z_m_s_15[12,15]",-0.478733,0.00423632,0.417667,-1.16423,-0.482471,0.219897,9720.36,13.5891,0.999769
"z_m_s_15[12,16]",-0.00858098,0.00466521,0.447605,-0.744626,-0.00941104,0.73139,9205.47,12.8693,1.00072
"z_m_s_15[13,1]",-0.622122,0.00495007,0.234203,-1.00576,-0.621579,-0.238267,2238.53,3.12948,1.00385
"z_m_s_15[13,2]",-0.334362,0.00426756,0.311723,-0.849624,-0.335696,0.18242,5335.55,7.45913,1.0005
"z_m_s_15[13,3]",-0.584382,0.00429907,0.373255,-1.18873,-0.590869,0.0353634,7538.1,10.5383,1.00095
"z_m_s_15[13,4]",-1.06531,0.00431277,0.328327,-1.60104,-1.06856,-0.526547,5795.63,8.10233,1.00079
"z_m_s_15[13,5]",-0.858339,0.004498,0.440856,-1.57059,-0.861979,-0.128476,9606.27,13.4296,1.00004
"z_m_s_15[13,6]",-0.348998,0.00458368,0.420167,-1.0344,-0.357341,0.363977,8402.65,11.747,1.00072
"z_m_s_15[13,7]",-0.407357,0.00511646,0.603952,-1.38115,-0.413705,0.598143,13933.6,19.4793,0.999888
"z_m_s_15[13,8]",-0.317149,0.00436618,0.413635,-0.990704,-0.318006,0.354313,8974.93,12.547,1.00099
"z_m_s_15[13,9]",0.611417,0.00459063,0.457455,-0.157019,0.613344,1.34113,9930.07,13.8823,0.999811
"z_m_s_15[13,10]",-0.442309,0.00493709,0.51691,-1.28325,-0.448556,0.402011,10961.9,15.3249,0.999831
"z_m_s_15[13,11]",-0.584835,0.00432179,0.421033,-1.27538,-0.589763,0.099607,9490.83,13.2683,1.00008
"z_m_s_15[13,12]",0.271934,0.00411847,0.424471,-0.434606,0.281974,0.956457,10622.5,14.8503,0.999576
"z_m_s_15[13,13]",0.418751,0.00443615,0.436097,-0.311233,0.41893,1.12573,9663.93,13.5102,0.999493
"z_m_s_15[13,14]",0.772968,0.0042803,0.401832,0.110167,0.775272,1.42925,8813.36,12.3211,0.999581
"z_m_s_15[13,15]",-0.487843,0.00472083,0.501619,-1.30316,-0.490166,0.32533,11290.5,15.7842,0.999692
"z_m_s_15[13,16]",0.669692,0.00453133,0.441749,-0.0571742,0.670688,1.38854,9503.83,13.2864,0.999527
"z_m_s_15[14,1]",-0.552017,0.00470542,0.368405,-1.16648,-0.554014,0.048668,6129.9,8.56964,1.00115
"z_m_s_15[14,2]",-0.30401,0.00423643,0.285103,-0.776802,-0.303278,0.166815,4529.01,6.33158,1.00095
"z_m_s_15[14,3]",-0.294126,0.00423933,0.359381,-0.88498,-0.296441,0.293278,7186.46,10.0467,1.00101
"z_m_s_15[14,4]",-0.264783,0.00450516,0.407378,-0.927478,-0.268088,0.412016,8176.64,11.431,1.00015
"z_m_s_15[14,5]",0.45968,0.00462912,0.455513,-0.289372,0.461632,1.2026,9682.86,13.5367,1.00038
"z_m_s_15[14,6]",-0.270754,0.00428468,0.38503,-0.89757,-0.273617,0.366076,8075.18,11.2892,1.00073
"z_m_s_15[14,7]",0.248303,0.00413755,0.379224,-0.366488,0.251958,0.878402,8400.52,11.744,0.999799
"z_m_s_15[14,8]",0.279111,0.00452962,0.398091,-0.376388,0.277457,0.941986,7723.97,10.7982,1.00092
"z_m_s_15[14,9]",-0.0285989,0.00416435,0.358938,-0.623488,-0.0302825,0.547905,7429.22,10.3861,1.00035
"z_m_s_15[14,10]",-0.118761,0.00483073,0.507269,-0.942435,-0.122973,0.73212,11026.8,15.4156,1.00013
"z_m_s_15[14,11]",-0.274718,0.00416875,0.386813,-0.910069,-0.281058,0.359838,8609.71,12.0364,1.00008
"z_m_s_15[14,12]",0.0971212,0.0041887,0.405886,-0.579912,0.101606,0.757318,9389.65,13.1268,0.999443
"z_m_s_15[14,13]",0.234519,0.00431464,0.385118,-0.412372,0.239497,0.860937,7967.09,11.1381,1.00011
"z_m_s_15[14,14]",0.0499732,0.00415625,0.35573,-0.530093,0.046241,0.633523,7325.52,10.2411,1.00008
"z_m_s_15[14,15]",0.269767,0.00445702,0.412108,-0.413088,0.271088,0.940437,8549.34,11.952,1.00019
"z_m_s_15[14,16]",0.265214,0.00478056,0.451595,-0.475487,0.269387,1.0033,8923.61,12.4753,1.00039
"z_m_s_15[15,1]",-0.216841,0.00502011,0.232787,-0.602206,-0.21592,0.164936,2150.27,3.00609,1.00322
"z_m_s_15[15,2]",-0.0782884,0.00432608,0.336764,-0.626114,-0.0803566,0.479021,6059.88,8.47175,1.00022
"z_m_s_15[15,3]",-0.154249,0.00417861,0.392009,-0.799675,-0.153675,0.497719,8800.94,12.3038,1.00053
"z_m_s_15[15,4]",-0.225947,0.00431466,0.343832,-0.792291,-0.225967,0.342541,6350.37,8.87786,1.00066
"z_m_s_15[15,5]",-1.19709,0.00475011,0.459995,-1.94152,-1.20577,-0.433296,9377.75,13.1102,0.999726
"z_m_s_15[15,6]",-0.355247,0.00453969,0.456937,-1.10691,-0.359741,0.401366,10131.2,14.1635,1.00039
"z_m_s_15[15,7]",-0.675906,0.00445295,0.409428,-1.33937,-0.679588,0.00328006,8453.96,11.8187,1.00004
"z_m_s_15[15,8]",-0.324221,0.00440884,0.410198,-1.00222,-0.32524,0.353028,8656.39,12.1017,1.00032
"z_m_s_15[15,9]",-0.0687478,0.00425834,0.352856,-0.638928,-0.0735104,0.516452,6866.18,9.59896,0.999944
"z_m_s_15[15,10]",-0.120085,0.00482028,0.568111,-1.05352,-0.121156,0.8003,13890.7,19.4192,0.999535
"z_m_s_15[15,11]",-0.734407,0.00429698,0.385858,-1.3647,-0.740321,-0.0935799,8063.61,11.273,1.00037
"z_m_s_15[15,12]",0.125412,0.00421791,0.412443,-0.549203,0.12787,0.797834,9561.69,13.3673,0.99973
"z_m_s_15[15,13]",0.145987,0.00437961,0.400332,-0.507177,0.143682,0.807691,8355.46,11.681,0.99998
"z_m_s_15[15,14]",-0.523501,0.00502491,0.572518,-1.45758,-0.526199,0.418178,12981.4,18.1481,0.999912
"z_m_s_15[15,15]",0.088545,0.00479239,0.426313,-0.606027,0.0906844,0.794075,7913.21,11.0627,1.00057
"z_m_s_15[15,16]",-0.145399,0.00439445,0.396849,-0.80233,-0.147033,0.5153,8155.34,11.4012,1.00018
"z_m_s_15[16,1]",-0.308367,0.00521047,0.277312,-0.759486,-0.308363,0.144835,2832.59,3.95998,1.00236
"z_m_s_15[16,2]",-0.295313,0.00468006,0.416658,-0.985344,-0.300353,0.392957,7926.02,11.0806,1.00028
"z_m_s_15[16,3]",-0.413396,0.00403073,0.353418,-0.990638,-0.418817,0.174521,7687.96,10.7478,1.00049
"z_m_s_15[16,4]",-1.02782,0.00423882,0.354056,-1.61131,-1.03388,-0.440783,6976.77,9.75357,1.00045
"z_m_s_15[16,5]",-1.03955,0.00414028,0.320565,-1.56641,-1.04533,-0.507638,5994.76,8.38072,1.00116
"z_m_s_15[16,6]",-1.20167,0.00439252,0.386724,-1.83938,-1.20022,-0.576225,7751.29,10.8364,1.00095
"z_m_s_15[16,7]",-0.821385,0.00495249,0.521424,-1.66746,-0.821327,0.0451374,11085.0,15.4969,0.999484
"z_m_s_15[16,8]",-1.78988,0.00435031,0.357289,-2.36843,-1.79454,-1.19085,6745.26,9.42992,1.00108
"z_m_s_15[16,9]",-0.828984,0.00483088,0.509789,-1.66242,-0.83031,0.0152113,11136.0,15.5682,1.00034
"z_m_s_15[16,10]",-1.3348,0.00448731,0.42023,-2.0166,-1.33804,-0.637671,8770.05,12.2606,1.00023
"z_m_s_15[16,11]",-1.61336,0.00449406,0.415421,-2.27402,-1.61888,-0.91609,8544.73,11.9456,1.00041
"z_m_s_15[16,12]",-0.648715,0.00428997,0.440041,-1.37074,-0.649882,0.0966398,10521.5,14.7091,1.00002
"z_m_s_15[16,13]",-1.22851,0.00494893,0.541092,-2.09041,-1.23587,-0.322045,11954.2,16.712,0.999554
"z_m_s_15[16,14]",-1.44995,0.0040211,0.344037,-2.0258,-1.45113,-0.878164,7320.16,10.2336,1.00051
"z_m_s_15[16,15]",-1.0944,0.00442922,0.450343,-1.82271,-1.1015,-0.347609,10337.9,14.4525,0.99941
"z_m_s_15[16,16]",-0.398702,0.00462913,0.461493,-1.14123,-0.404405,0.376868,9938.74,13.8944,0.999804
"z_m_s_15[17,1]",0.368557,0.00507124,0.401492,-0.294444,0.369951,1.01782,6267.95,8.76263,1.00147
"z_m_s_15[17,2]",0.535271,0.0046708,0.44794,-0.201329,0.537037,1.26913,9197.25,12.8578,0.999428
"z_m_s_15[17,3]",0.770137,0.00441501,0.441599,0.0265697,0.776169,1.48788,10004.4,13.9863,1.00013
"z_m_s_15[17,4]",1.02386,0.00474951,0.490341,0.213069,1.0262,1.81061,10658.6,14.9008,1.00009
"z_m_s_15[17,5]",0.414158,0.00470034,0.492046,-0.398608,0.412902,1.22334,10958.5,15.3201,1.00024
"z_m_s_15[17,6]",0.799195,0.0048168,0.488189,-0.00887705,0.799553,1.59434,10272.1,14.3605,1.00032
"z_m_s_15[17,7]",0.119124,0.00461369,0.489921,-0.680238,0.113323,0.92645,11276.0,15.7639,0.999913
"z_m_s_15[17,8]",0.669683,0.00469541,0.45781,-0.0872838,0.675079,1.40761,9506.58,13.2903,0.99987
"z_m_s_15[17,9]",0.957002,0.00513874,0.555566,0.0335493,0.965822,1.84479,11688.5,16.3406,1.00041
"z_m_s_15[17,10]",0.499694,0.00447349,0.442948,-0.232965,0.501611,1.21797,9804.18,13.7063,1.0
"z_m_s_15[17,11]",0.625263,0.00423299,0.392145,-0.0191537,0.629198,1.25136,8582.21,11.998,1.00038
"z_m_s_15[17,12]",0.352116,0.00447263,0.47055,-0.43097,0.351254,1.1157,11068.5,15.4738,1.00002
"z_m_s_15[17,13]",-0.0216978,0.00431358,0.392446,-0.668938,-0.0216467,0.625964,8277.21,11.5716,1.00064
"z_m_s_15[17,14]",-0.0746788,0.00473404,0.496295,-0.882427,-0.081798,0.761759,10990.4,15.3647,0.999582
"z_m_s_15[17,15]",0.504933,0.00411294,0.347651,-0.0657806,0.507455,1.06246,7144.65,9.98828,1.00111
"z_m_s_15[17,16]",0.0691838,0.00431971,0.405315,-0.596668,0.0686284,0.742586,8803.92,12.3079,0.999829
"z_m_s_15[18,1]",-0.603231,0.0049833,0.240776,-0.997092,-0.604338,-0.204518,2334.48,3.26362,1.00362
"z_m_s_15[18,2]",-0.425656,0.00446212,0.348495,-0.992562,-0.423468,0.144224,6099.73,8.52746,1.00032
"z_m_s_15[18,3]",0.112871,0.00437594,0.410162,-0.558794,0.115557,0.790091,8785.53,12.2822,1.00065
"z_m_s_15[18,4]",0.982195,0.00497411,0.520413,0.129692,0.990165,1.82952,10946.2,15.3029,1.00001
"z_m_s_15[18,5]",0.829712,0.00458235,0.347268,0.249923,0.833575,1.39229,5743.18,8.02901,1.00141
"z_m_s_15[18,6]",0.00422074,0.0043038,0.339662,-0.547388,0.000526769,0.569214,6228.59,8.70761,1.00104
"z_m_s_15[18,7]",0.372701,0.00435397,0.362586,-0.233459,0.377905,0.965604,6935.07,9.69527,1.00019
"z_m_s_15[18,8]",0.0921943,0.00428879,0.38921,-0.552601,0.0961575,0.722466,8235.65,11.5135,1.00002
"z_m_s_15[18,9]",-0.0522139,0.00422075,0.363425,-0.645038,-0.0542691,0.546472,7413.96,10.3648,1.00012
"z_m_s_15[18,10]",0.466819,0.00450073,0.417359,-0.227775,0.46594,1.14701,8599.1,12.0216,1.00007
"z_m_s_15[18,11]",0.363062,0.00440656,0.398503,-0.293563,0.365366,1.01531,8178.32,11.4334,1.00126
"z_m_s_15[18,12]",0.0155698,0.0041088,0.427167,-0.685589,0.00799298,0.718191,10808.5,15.1104,0.999889
"z_m_s_15[18,13]",0.352489,0.00446008,0.360832,-0.240835,0.355544,0.939657,6545.25,9.15031,1.00056
"z_m_s_15[18,14]",-0.0504903,0.00421741,0.41827,-0.735752,-0.0487838,0.638083,9836.09,13.7509,0.999902
"z_m_s_15[18,15]",0.680332,0.00448526,0.421336,-0.0143684,0.683965,1.35478,8824.34,12.3365,0.999749
"z_m_s_15[18,16]",0.721328,0.00420405,0.331078,0.175011,0.722646,1.27023,6201.93,8.67034,1.00019
"z_m_s_15[19,1]",0.435242,0.00488342,0.338384,-0.12674,0.440198,0.98878,4801.45,6.71245,1.0008
"z_m_s_15[19,2]",0.0574841,0.00458225,0.360241,-0.529984,0.0567451,0.645377,6180.57,8.64048,1.00001
"z_m_s_15[19,3]",0.121486,0.00410181,0.333477,-0.413237,0.113627,0.680069,6609.67,9.24036,1.00132
"z_m_s_15[19,4]",-0.286154,0.00413749,0.300036,-0.777621,-0.281905,0.200842,5258.63,7.35161,1.00108
"z_m_s_15[19,5]",0.0248499,0.00437098,0.367409,-0.580708,0.0243394,0.630066,7065.49,9.87761,1.0007
"z_m_s_15[19,6]",-0.126717,0.00456974,0.453643,-0.870417,-0.125596,0.630533,9854.73,13.777,1.00001
"z_m_s_15[19,7]",-0.178166,0.00431433,0.36377,-0.770793,-0.178591,0.420418,7109.3,9.93886,0.999988
"z_m_s_15[19,8]",-0.0156923,0.00430887,0.438297,-0.749689,-0.00868691,0.704624,10346.9,14.465,1.00022
"z_m_s_15[19,9]",0.0693349,0.00437309,0.387684,-0.570234,0.0680603,0.705986,7859.22,10.9872,1.00021
"z_m_s_15[19,10]",-0.438545,0.00430426,0.341392,-0.994419,-0.442392,0.12146,6290.87,8.79468,1.00046
"z_m_s_15[19,11]",0.0388172,0.00417595,0.359495,-0.549265,0.0403961,0.630795,7410.95,10.3606,1.00054
"z_m_s_15[19,12]",-0.649535,0.00452986,0.457928,-1.40103,-0.649217,0.100309,10219.4,14.2868,1.00008
"z_m_s_15[19,13]",-0.058653,0.00437585,0.35725,-0.635803,-0.0604803,0.53514,6665.29,9.31812,0.999858
"z_m_s_15[19,14]",-0.345297,0.00476331,0.503471,-1.16743,-0.355686,0.490242,11172.0,15.6185,0.999654
"z_m_s_15[19,15]",-0.50186,0.00479275,0.482612,-1.27574,-0.506047,0.308162,10139.7,14.1754,1.00016
"z_m_s_15[19,16]",-0.28505,0.00424059,0.344592,-0.843509,-0.28793,0.284122,6603.26,9.2314,0.999999
"z_m_s_15[20,1]",-0.49879,0.00495542,0.24483,-0.899733,-0.500093,-0.0956363,2441.01,3.41255,1.00294
"z_m_s_15[20,2]",-0.651441,0.0042606,0.282458,-1.11324,-0.651777,-0.189428,4395.07,6.14434,1.00126
"z_m_s_15[20,3]",-0.211656,0.00451075,0.427581,-0.909706,-0.210907,0.497383,8985.41,12.5617,1.00091
"z_m_s_15[20,4]",-0.812491,0.00456702,0.402472,-1.46579,-0.815409,-0.154161,7766.15,10.8571,0.99993
"z_m_s_15[20,5]",-0.489269,0.00541175,0.593063,-1.44941,-0.501157,0.474032,12009.5,16.7894,1.00018
"z_m_s_15[20,6]",-1.25055,0.00458316,0.404804,-1.91119,-1.25871,-0.566371,7801.16,10.9061,1.00111
"z_m_s_15[20,7]",-0.336471,0.00441052,0.464701,-1.09184,-0.335716,0.431024,11101.2,15.5195,0.999994
"z_m_s_15[20,8]",-1.01648,0.00417512,0.344308,-1.57372,-1.02346,-0.452151,6800.74,9.50748,1.00036
"z_m_s_15[20,9]",-1.02588,0.00438649,0.381758,-1.63803,-1.02683,-0.392972,7574.31,10.5889,1.00043
"z_m_s_15[20,10]",-0.678041,0.0041746,0.298387,-1.17392,-0.678841,-0.182501,5108.95,7.14235,1.00094
"z_m_s_15[20,11]",-0.886156,0.00407568,0.350795,-1.4606,-0.889317,-0.303932,7408.07,10.3565,1.00012
"z_m_s_15[20,12]",-0.538827,0.00439873,0.462454,-1.30114,-0.537524,0.220604,11053.1,15.4523,0.999393
"z_m_s_15[20,13]",-1.14242,0.00462202,0.439217,-1.85807,-1.14949,-0.408672,9030.15,12.6242,1.00018
"z_m_s_15[20,14]",-0.713513,0.00420982,0.373712,-1.32719,-0.709443,-0.105784,7880.36,11.0168,1.00026
"z_m_s_15[20,15]",-1.18644,0.00406949,0.356793,-1.75879,-1.18828,-0.592523,7686.91,10.7464,1.00011
"z_m_s_15[20,16]",-0.57051,0.00435465,0.364677,-1.15469,-0.571887,0.0347611,7013.1,9.80437,1.00002
"z_m_s_15[21,1]",-0.318189,0.00512996,0.260931,-0.749172,-0.316039,0.111687,2587.16,3.61686,1.00348
"z_m_s_15[21,2]",-0.276277,0.00429189,0.349389,-0.84583,-0.275751,0.295643,6627.06,9.26468,1.0001
"z_m_s_15[21,3]",-0.396358,0.00473621,0.446424,-1.12527,-0.40306,0.334402,8884.51,12.4206,1.00041
"z_m_s_15[21,4]",-0.629592,0.00472919,0.471633,-1.39106,-0.635221,0.15652,9945.67,13.9041,1.00008
"z_m_s_15[21,5]",-0.847584,0.00437829,0.384513,-1.48675,-0.852383,-0.212521,7712.82,10.7826,1.00023
"z_m_s_15[21,6]",-0.620136,0.00467255,0.427025,-1.31799,-0.623218,0.0833493,8352.17,11.6764,1.00038
"z_m_s_15[21,7]",-0.481597,0.00422523,0.384856,-1.11423,-0.482427,0.144521,8296.54,11.5986,1.0
"z_m_s_15[21,8]",-0.942878,0.00438078,0.382083,-1.55896,-0.944547,-0.321974,7606.96,10.6346,1.00038
"z_m_s_15[21,9]",-0.604156,0.00426009,0.372344,-1.20931,-0.605166,0.0135569,7639.26,10.6797,1.00002
"z_m_s_15[21,10]",-0.0264793,0.00454455,0.405158,-0.685416,-0.0222695,0.638828,7948.18,11.1116,1.00004
"z_m_s_15[21,11]",-0.291962,0.00416723,0.407764,-0.956143,-0.289412,0.366675,9574.61,13.3854,1.00003
"z_m_s_15[21,12]",-0.0389914,0.00452779,0.421909,-0.720935,-0.0386165,0.660411,8682.91,12.1388,1.00034
"z_m_s_15[21,13]",0.935435,0.0043443,0.369461,0.332045,0.936534,1.53392,7232.66,10.1113,1.00017
"z_m_s_15[21,14]",-0.620309,0.00441189,0.41183,-1.29215,-0.617965,0.0620879,8713.37,12.1814,1.00003
"z_m_s_15[21,15]",0.409969,0.00433587,0.398826,-0.24814,0.413526,1.05319,8460.87,11.8283,0.999799
"z_m_s_15[21,16]",0.677087,0.00438276,0.384003,0.0460154,0.681391,1.29597,7676.72,10.7321,1.00061
"z_m_s_15[22,1]",1.42971,0.00523954,0.429318,0.714222,1.4392,2.12083,6713.84,9.386,1.00018
"z_m_s_15[22,2]",2.16052,0.0049051,0.492863,1.33837,2.16402,2.96822,10096.1,14.1145,0.999875
"z_m_s_15[22,3]",1.21334,0.00533445,0.533571,0.326172,1.2176,2.07436,10004.7,13.9867,0.999891
"z_m_s_15[22,4]",1.62685,0.00437159,0.385438,0.990108,1.6281,2.2486,7773.77,10.8678,1.00042
"z_m_s_15[22,5]",1.37841,0.00451467,0.443017,0.647294,1.38004,2.10145,9629.13,13.4616,1.00061
"z_m_s_15[22,6]",1.61296,0.00493687,0.469494,0.811326,1.62344,2.36308,9043.89,12.6434,1.00004
"z_m_s_15[22,7]",0.748815,0.00464558,0.455717,-0.00784871,0.752204,1.47793,9623.02,13.453,0.999935
"z_m_s_15[22,8]",1.28342,0.0042704,0.414013,0.595902,1.28271,1.95924,9399.22,13.1402,1.00027
"z_m_s_15[22,9]",-0.131269,0.00458039,0.490509,-0.936047,-0.139488,0.685211,11468.0,16.0324,0.999743
"z_m_s_15[22,10]",0.462545,0.00426293,0.398733,-0.197181,0.464145,1.12235,8748.78,12.2309,0.999939
"z_m_s_15[22,11]",0.74514,0.00467853,0.422852,0.040981,0.74766,1.43054,8168.78,11.42,1.00053
"z_m_s_15[22,12]",-0.439883,0.00462169,0.487687,-1.2445,-0.445461,0.371716,11134.8,15.5665,0.99961
"z_m_s_15[22,13]",0.62458,0.00443645,0.416879,-0.0609691,0.629997,1.31245,8829.76,12.3441,0.999781
"z_m_s_15[22,14]",-0.336157,0.00439856,0.425824,-1.02735,-0.340275,0.374459,9372.12,13.1023,1.00022
"z_m_s_15[22,15]",0.500993,0.00414879,0.365474,-0.106455,0.50634,1.09203,7760.15,10.8487,1.0002
"z_m_s_15[22,16]",0.0114243,0.00420718,0.364676,-0.586442,0.00904528,0.608906,7513.32,10.5037,1.00048
"z_m_s_15[23,1]",-0.860692,0.00509789,0.225671,-1.23151,-0.861738,-0.497048,1959.61,2.73955,1.00479
"z_m_s_15[23,2]",-1.13784,0.00426064,0.27468,-1.59518,-1.13784,-0.685806,4156.28,5.81051,1.00076
"z_m_s_15[23,3]",-1.13772,0.00408028,0.317624,-1.66292,-1.13751,-0.622529,6059.64,8.47142,1.00127
"z_m_s_15[23,4]",-1.27471,0.00447365,0.37181,-1.88363,-1.2787,-0.661375,6907.48,9.65671,1.00023
"z_m_s_15[23,5]",-0.674524,0.00422709,0.383247,-1.30012,-0.676684,-0.0472064,8220.06,11.4917,1.00022
"z_m_s_15[23,6]",-1.36561,0.00451227,0.345879,-1.93209,-1.36979,-0.798664,5875.7,8.21427,1.00105
"z_m_s_15[23,7]",-1.74487,0.00473719,0.401808,-2.38853,-1.75808,-1.06252,7194.39,10.0578,1.00011
"z_m_s_15[23,8]",-1.07954,0.00440232,0.417752,-1.74867,-1.08454,-0.377391,9004.78,12.5887,1.00043
"z_m_s_15[23,9]",-0.169799,0.00517704,0.618932,-1.18009,-0.16865,0.833479,14293.0,19.9817,0.999848
"z_m_s_15[23,10]",-0.348043,0.0048462,0.499335,-1.15994,-0.346685,0.472042,10616.5,14.8419,0.99985
"z_m_s_15[23,11]",-0.88518,0.00448416,0.461541,-1.63718,-0.88867,-0.107536,10593.9,14.8104,1.0
"z_m_s_15[23,12]",-0.200242,0.00469819,0.508916,-1.04147,-0.199873,0.633599,11733.6,16.4036,0.99933
"z_m_s_15[23,13]",-0.228536,0.00414564,0.369739,-0.83593,-0.225519,0.381454,7954.4,11.1203,0.999952
"z_m_s_15[23,14]",0.12348,0.00443945,0.407003,-0.534371,0.127688,0.79085,8404.99,11.7502,0.999982
"z_m_s_15[23,15]",-0.449564,0.00472419,0.481449,-1.23121,-0.453252,0.338199,10386.0,14.5196,0.999761
"z_m_s_15[23,16]",0.430971,0.0043954,0.38255,-0.199615,0.427989,1.06293,7574.93,10.5898,1.00117
"z_m_s_15[24,1]",0.10977,0.00487635,0.346058,-0.465635,0.108052,0.683467,5036.25,7.04072,1.00049
"z_m_s_15[24,2]",0.320596,0.00436902,0.341815,-0.243129,0.320925,0.883303,6120.88,8.55703,1.00016
"z_m_s_15[24,3]",0.73548,0.00405362,0.317617,0.211899,0.734651,1.25859,6139.34,8.58284,1.00074
"z_m_s_15[24,4]",0.985632,0.0042438,0.337138,0.427424,0.989255,1.53619,6311.1,8.82297,1.00105
"z_m_s_15[24,5]",1.12306,0.00427331,0.35327,0.531769,1.13034,1.69323,6834.18,9.55423,1.00039
"z_m_s_15[24,6]",1.0269,0.00424874,0.34444,0.456354,1.0319,1.59138,6572.16,9.18792,1.0013
"z_m_s_15[24,7]",0.414028,0.00455698,0.435811,-0.316301,0.41551,1.13121,9146.21,12.7865,0.999997
"z_m_s_15[24,8]",1.21573,0.00394037,0.350256,0.639597,1.21638,1.78946,7901.24,11.046,1.00017
"z_m_s_15[24,9]",1.48981,0.00438746,0.381421,0.86065,1.49097,2.10723,7557.57,10.5655,1.00045
"z_m_s_15[24,10]",0.709165,0.00507427,0.493178,-0.108322,0.713898,1.5082,9446.26,13.2059,1.00059
"z_m_s_15[24,11]",1.15036,0.00407454,0.296957,0.659774,1.15187,1.62588,5311.66,7.42574,1.00158
"z_m_s_15[24,12]",0.739331,0.00392718,0.338733,0.185238,0.739518,1.2937,7439.67,10.4007,1.00025
"z_m_s_15[24,13]",1.01685,0.00460601,0.454216,0.268746,1.02207,1.75338,9724.7,13.5952,1.00002
"z_m_s_15[24,14]",1.27877,0.0040745,0.334225,0.72817,1.28184,1.82421,6728.67,9.40673,0.999851
"z_m_s_15[24,15]",1.01086,0.00442108,0.373646,0.37893,1.01925,1.60909,7142.74,9.9856,0.999884
"z_m_s_15[24,16]",0.443593,0.00465236,0.462809,-0.337988,0.448139,1.18576,9895.94,13.8346,0.99984
"z_m_s_15[25,1]",-0.260142,0.00488242,0.296474,-0.744309,-0.257863,0.229713,3687.26,5.15482,1.00207
"z_m_s_15[25,2]",-0.077004,0.00429149,0.33241,-0.615298,-0.0785753,0.468224,5999.72,8.38765,1.00024
"z_m_s_15[25,3]",0.122712,0.00445997,0.454436,-0.623281,0.125876,0.857613,10382.0,14.5141,0.999921
"z_m_s_15[25,4]",-0.655875,0.00438493,0.355265,-1.23517,-0.657717,-0.0792603,6564.17,9.17676,1.00091
"z_m_s_15[25,5]",0.192116,0.00458081,0.48751,-0.6045,0.194627,0.994581,11326.1,15.834,1.00013
"z_m_s_15[25,6]",-0.230985,0.00437606,0.38051,-0.84701,-0.233228,0.406213,7560.78,10.57,1.00039
"z_m_s_15[25,7]",-0.179727,0.00404766,0.342607,-0.735097,-0.182177,0.382702,7164.48,10.016,1.00017
"z_m_s_15[25,8]",0.0432112,0.00462635,0.467804,-0.733164,0.0428901,0.813634,10224.7,14.2942,0.999736
"z_m_s_15[25,9]",0.0729932,0.00436645,0.443787,-0.660849,0.077747,0.79416,10329.8,14.4411,0.999943
"z_m_s_15[25,10]",-0.319617,0.00438493,0.460428,-1.07415,-0.321022,0.435472,11025.5,15.4137,0.999906
"z_m_s_15[25,11]",-0.164335,0.00472562,0.449527,-0.894536,-0.173846,0.577244,9048.83,12.6503,0.999829
"z_m_s_15[25,12]",-0.399202,0.00487648,0.542539,-1.27914,-0.399497,0.496286,12378.0,17.3045,0.999471
"z_m_s_15[25,13]",0.0953228,0.00443296,0.387333,-0.537565,0.092663,0.741228,7634.5,10.6731,0.999693
"z_m_s_15[25,14]",-0.297195,0.00420244,0.431107,-1.00394,-0.297743,0.407667,10523.7,14.7122,0.99972
"z_m_s_15[25,15]",-0.474934,0.00462978,0.479636,-1.25728,-0.473644,0.305932,10732.6,15.0042,0.999512
"z_m_s_15[25,16]",-0.264418,0.00444467,0.396117,-0.91529,-0.265902,0.376212,7942.69,11.1039,1.00043
