,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
avg_var_s_30[5],12.8427,0.00794187,0.895606,11.4366,12.81,14.3653,12717.1,17.7786,1.00025
avg_var_s_30[6],11.2855,0.00698725,0.803547,10.0446,11.2296,12.6718,13225.5,18.4893,0.999602
avg_var_s_30[7],9.82074,0.00641173,0.736952,8.67122,9.78736,11.0676,13210.8,18.4687,1.0001
avg_var_s_30[8],13.2428,0.00833346,0.945713,11.7539,13.1951,14.8379,12878.6,18.0043,0.999991
avg_var_s_30[9],10.9098,0.00753047,0.843419,9.61921,10.8616,12.3677,12544.2,17.5369,0.999682
avg_var_s_30[10],11.6949,0.00744534,0.880262,10.3063,11.6576,13.2012,13978.3,19.5418,0.999718
avg_var_s_30[11],11.586,0.00735465,0.824195,10.2682,11.5608,12.984,12558.4,17.5568,0.9997
avg_var_s_30[12],9.20101,0.00650083,0.716879,8.08936,9.16864,10.4569,12160.6,17.0006,0.999616
avg_var_s_30[13],11.7642,0.00750294,0.857007,10.4178,11.7305,13.2131,13046.9,18.2396,0.99973
avg_var_s_30[14],10.6167,0.00694911,0.794385,9.37973,10.5811,11.953,13067.8,18.2689,0.999974
avg_var_s_30[15],12.7512,0.00770023,0.903357,11.3377,12.7086,14.3262,13762.9,19.2407,0.999573
avg_var_s_30[16],11.4157,0.0076391,0.837761,10.1139,11.3661,12.8485,12027.0,16.8138,1.00011
avg_var_s_30[17],12.5409,0.00759877,0.872062,11.1543,12.5023,14.0441,13170.7,18.4127,1.00033
avg_var_s_30[18],9.77687,0.00612453,0.721627,8.64522,9.74346,11.0071,13882.9,19.4084,0.999522
avg_var_s_30[19],10.4928,0.00658098,0.763326,9.28951,10.456,11.7905,13453.6,18.8082,0.999825
avg_var_s_30[20],8.72955,0.00653861,0.709233,7.63126,8.707,9.94294,11765.4,16.4481,0.999405
avg_var_s_30[21],11.7799,0.00756554,0.837677,10.4577,11.7381,13.2257,12259.5,17.1389,0.999803
avg_var_s_30[22],14.5235,0.00873793,0.974059,12.9833,14.47,16.2115,12426.7,17.3725,1.00017
avg_var_s_30[23],11.9331,0.00755983,0.871617,10.5813,11.8862,13.442,13293.1,18.5839,0.999859
avg_var_s_30[24],10.6674,0.00762625,0.83907,9.35662,10.6299,12.1093,12105.2,16.9232,0.999902
avg_var_s_30[25],9.61256,0.00687132,0.756154,8.44418,9.57234,10.8989,12109.9,16.9297,0.999821
avg_var_s_30[26],9.41271,0.00628128,0.714122,8.28823,9.37556,10.6352,12925.5,18.07,0.999559
avg_var_s_30[27],12.2954,0.00740004,0.854261,10.9646,12.2399,13.7863,13326.4,18.6304,1.00001
avg_var_s_30[28],10.5955,0.0068505,0.764686,9.39914,10.5632,11.9254,12460.1,17.4193,0.99979
avg_var_s_30[29],12.4656,0.00745022,0.870323,11.0999,12.4307,13.9681,13646.6,19.078,0.999793
avg_var_s_30[30],11.4086,0.00749503,0.843333,10.114,11.3609,12.8848,12660.5,17.6995,1.00042
avg_var_s_30[31],12.414,0.00743179,0.873464,11.0558,12.3649,13.9068,13813.5,19.3114,0.999703
avg_var_s_30[32],12.2701,0.00808163,0.913062,10.8548,12.2201,13.8278,12764.5,17.8448,0.999935
avg_var_s_30[33],11.5513,0.0071184,0.830406,10.2401,11.5113,12.9786,13608.7,19.025,0.999793
avg_var_s_30[34],10.8915,0.00746852,0.824753,9.6111,10.8356,12.3134,12194.9,17.0486,1.00002
avg_var_s_30[35],10.8978,0.00727782,0.815545,9.63652,10.8542,12.3077,12557.2,17.5551,0.999958
avg_var_s_30[36],12.2676,0.00755138,0.864296,10.9022,12.2198,13.7521,13100.0,18.3139,1.00028
avg_var_s_30[37],9.95659,0.00620586,0.734284,8.81389,9.92017,11.2193,13999.9,19.5719,0.999503
avg_var_s_30[38],9.39359,0.00651487,0.714696,8.27317,9.35951,10.6367,12034.6,16.8245,1.00042
avg_var_s_30[39],12.3216,0.00898771,0.941212,10.8635,12.2664,13.9558,10966.7,15.3316,0.999859
avg_var_s_30_narrowrange[1],7.93697,0.00696157,0.812262,6.69779,7.87784,9.34632,13613.8,19.0322,0.999513
avg_var_s_30_narrowrange[2],9.22806,0.00867626,0.928761,7.7964,9.1676,10.8257,11458.9,16.0196,0.99989
avg_var_s_30_narrowrange[3],11.3327,0.00916178,1.05929,9.73542,11.2694,13.2004,13368.2,18.6888,0.999853
avg_var_s_30_narrowrange[4],10.3673,0.0090568,0.99771,8.84533,10.3,12.112,12135.6,16.9656,0.999938
avg_var_s_30_narrowrange[5],9.83615,0.00945189,0.978536,8.34519,9.77444,11.5278,10718.1,14.9839,1.00043
avg_var_s_30_narrowrange[6],9.07211,0.0075534,0.89357,7.71394,9.01212,10.6366,13995.0,19.5651,0.999757
avg_var_s_30_narrowrange[7],7.93813,0.00715864,0.801578,6.71476,7.89877,9.31287,12538.1,17.5283,0.999935
avg_var_s_30_narrowrange[8],11.042,0.00942336,1.06338,9.43899,10.9727,12.8819,12734.0,17.8023,0.999991
avg_var_s_30_narrowrange[9],7.32005,0.00835481,0.842741,6.03841,7.26577,8.80325,10174.5,14.2241,0.999454
avg_var_s_30_narrowrange[10],7.53361,0.00657653,0.776476,6.3554,7.49041,8.88159,13940.0,19.4882,0.999848
avg_var_s_30_narrowrange[11],9.21854,0.00787372,0.889967,7.84296,9.17264,10.7441,12775.8,17.8607,0.999573
avg_var_s_30_narrowrange[12],6.93434,0.00643879,0.715003,5.83242,6.89997,8.16962,12331.3,17.2392,1.00002
avg_var_s_30_narrowrange[13],8.09424,0.00769985,0.867313,6.75534,8.03952,9.61396,12687.8,17.7377,0.99977
avg_var_s_30_narrowrange[14],8.12218,0.00730649,0.85479,6.82934,8.06222,9.61691,13686.8,19.1342,0.999479
avg_var_s_30_narrowrange[15],9.07805,0.00760738,0.883459,7.71797,9.03473,10.5897,13486.6,18.8544,0.99971
avg_var_s_30_narrowrange[16],8.54141,0.00785922,0.886706,7.19452,8.49055,10.0941,12729.2,17.7955,0.999901
avg_var_s_30_narrowrange[17],10.1975,0.00816661,0.934258,8.75247,10.1386,11.8249,13087.3,18.2961,0.999663
avg_var_s_30_narrowrange[18],7.71456,0.00726619,0.805069,6.48531,7.66668,9.10827,12275.9,17.1618,1.00049
avg_var_s_30_narrowrange[19],8.47509,0.00752335,0.851165,7.16433,8.41393,9.96482,12799.9,17.8943,0.999792
avg_var_s_30_narrowrange[20],6.96241,0.00667003,0.769273,5.76234,6.91496,8.31021,13301.6,18.5958,0.999587
avg_var_s_30_narrowrange[21],8.82072,0.00755695,0.876131,7.50191,8.77004,10.33,13441.4,18.7912,0.999504
avg_var_s_30_narrowrange[22],14.7851,0.0121958,1.31324,12.7716,14.7104,17.0438,11595.0,16.2099,1.00098
avg_var_s_30_narrowrange[23],8.25777,0.00722412,0.857681,6.94087,8.20209,9.74061,14095.5,19.7056,0.999811
avg_var_s_30_narrowrange[24],8.53544,0.00770066,0.887235,7.19052,8.48159,10.0798,13274.6,18.558,0.999809
avg_var_s_30_narrowrange[25],7.27547,0.00700993,0.788821,6.08568,7.21716,8.63992,12662.8,17.7026,0.99976
avg_var_s_30_narrowrange[26],7.67997,0.00657612,0.774582,6.48282,7.63799,9.02862,13873.8,19.3956,0.999773
avg_var_s_30_narrowrange[27],9.10091,0.0073678,0.860835,7.78788,9.05322,10.583,13651.0,19.0842,0.999587
avg_var_s_30_narrowrange[28],8.89202,0.00788059,0.893222,7.52268,8.83536,10.4384,12847.0,17.9602,0.999916
avg_var_s_30_narrowrange[29],9.92792,0.00857563,0.970606,8.46433,9.86666,11.6156,12810.1,17.9087,0.999694
avg_var_s_30_narrowrange[30],8.46393,0.00747259,0.837019,7.19199,8.41161,9.91835,12546.7,17.5403,0.999824
avg_var_s_30_narrowrange[31],9.1771,0.00819434,0.937344,7.74085,9.12008,10.8264,13084.9,18.2928,0.999855
avg_var_s_30_narrowrange[32],9.3287,0.00860925,0.944988,7.89173,9.26758,10.9718,12048.2,16.8434,0.999611
avg_var_s_30_narrowrange[33],9.06184,0.00736949,0.887299,7.70049,9.00685,10.5684,14496.6,20.2663,1.00027
avg_var_s_30_narrowrange[34],8.64476,0.00754451,0.87669,7.30003,8.59255,10.1735,13503.0,18.8773,0.999834
avg_var_s_30_narrowrange[35],7.84382,0.00767889,0.820513,6.60893,7.78222,9.28795,11417.6,15.9618,1.00024
avg_var_s_30_narrowrange[36],8.41412,0.0070392,0.822412,7.16015,8.36448,9.83787,13650.0,19.0828,0.999566
avg_var_s_30_narrowrange[37],7.21329,0.00693682,0.787896,6.01267,7.15881,8.58523,12900.8,18.0355,0.999486
avg_var_s_30_narrowrange[38],7.63545,0.00726226,0.815864,6.40986,7.57423,9.07732,12621.0,17.6442,1.00012
avg_var_s_30_narrowrange[39],10.1586,0.00948956,1.07609,8.51557,10.0889,12.0623,12858.9,17.9769,0.999344
avg_var_s_30_1124[1],8.03927,0.00731943,0.861115,6.72214,7.97868,9.54294,13841.0,19.3498,0.999379
avg_var_s_30_1124[2],9.36257,0.00946045,0.994078,7.83816,9.28164,11.0929,11041.2,15.4357,0.99978
avg_var_s_30_1124[3],11.7618,0.00998047,1.15474,10.0232,11.683,13.8098,13386.4,18.7143,0.999755
avg_var_s_30_1124[4],10.7876,0.00989743,1.08966,9.12315,10.7209,12.7035,12120.9,16.945,0.999983
avg_var_s_30_1124[5],9.90529,0.00971943,1.04897,8.29999,9.83276,11.7276,11647.9,16.2838,1.00011
avg_var_s_30_1124[6],9.2406,0.0082001,0.962144,7.78212,9.18,10.912,13767.1,19.2465,1.00013
avg_var_s_30_1124[7],7.91975,0.00758075,0.838605,6.63486,7.87005,9.37565,12237.4,17.108,0.99992
avg_var_s_30_1124[8],11.0266,0.0098886,1.11135,9.35928,10.9521,12.9497,12630.9,17.6581,0.999911
avg_var_s_30_1124[9],7.41089,0.00846721,0.879787,6.07499,7.34301,8.9444,10796.3,15.0933,0.999643
avg_var_s_30_1124[10],7.77259,0.00713152,0.834053,6.49982,7.71008,9.21088,13678.0,19.122,0.99993
avg_var_s_30_1124[11],9.52805,0.00855643,0.973628,8.04664,9.47163,11.1956,12947.9,18.1013,0.999629
avg_var_s_30_1124[12],6.93801,0.00666462,0.746461,5.79488,6.89401,8.25022,12544.8,17.5377,0.999939
avg_var_s_30_1124[13],8.19159,0.00797118,0.912508,6.79565,8.13794,9.7779,13104.7,18.3205,0.999736
avg_var_s_30_1124[14],8.34406,0.00791319,0.923561,6.93468,8.28124,9.92972,13621.6,19.0431,0.99963
avg_var_s_30_1124[15],9.24621,0.00811797,0.945996,7.78187,9.19952,10.8699,13579.5,18.9843,0.999878
avg_var_s_30_1124[16],8.75028,0.0081736,0.917151,7.33947,8.70241,10.367,12590.9,17.6021,1.0002
avg_var_s_30_1124[17],10.7006,0.00881537,1.01936,9.12643,10.6309,12.4618,13371.3,18.6932,0.999697
avg_var_s_30_1124[18],8.02026,0.00802216,0.878118,6.68392,7.95733,9.54263,11981.8,16.7507,1.00057
avg_var_s_30_1124[19],8.44157,0.00793389,0.908376,7.05754,8.37625,10.0172,13108.7,18.326,0.999662
avg_var_s_30_1124[20],7.1186,0.00717735,0.812655,5.87517,7.06775,8.53815,12819.9,17.9223,0.999784
avg_var_s_30_1124[21],9.04386,0.00807083,0.941133,7.61264,8.97465,10.6801,13597.7,19.0097,0.999442
avg_var_s_30_1124[22],15.4038,0.0135963,1.44958,13.1741,15.32,17.9196,11367.0,15.8911,1.00093
avg_var_s_30_1124[23],8.17994,0.00790948,0.914839,6.78672,8.12981,9.79085,13378.1,18.7026,1.00003
avg_var_s_30_1124[24],8.57975,0.0079654,0.918046,7.17568,8.50973,10.1644,13283.6,18.5705,1.00001
avg_var_s_30_1124[25],7.4969,0.00749033,0.851483,6.21097,7.43924,8.98464,12922.6,18.0659,0.999881
avg_var_s_30_1124[26],8.02031,0.00718261,0.847197,6.70215,7.978,9.48708,13912.5,19.4497,0.999923
avg_var_s_30_1124[27],9.62449,0.00803858,0.9376,8.17783,9.57081,11.2401,13604.3,19.0189,0.999606
avg_var_s_30_1124[28],9.22144,0.00831432,0.956642,7.75843,9.15818,10.866,13238.7,18.5078,0.999659
avg_var_s_30_1124[29],10.116,0.00929457,1.04662,8.51779,10.0541,11.95,12680.0,17.7267,0.99965
avg_var_s_30_1124[30],8.32093,0.0078287,0.868829,7.00448,8.26083,9.84008,12316.6,17.2187,0.999692
avg_var_s_30_1124[31],9.33381,0.0089422,1.01445,7.79297,9.26243,11.1254,12869.8,17.9921,0.999875
avg_var_s_30_1124[32],9.46128,0.00907087,1.00719,7.92006,9.39695,11.1846,12328.8,17.2358,0.999558
avg_var_s_30_1124[33],9.18839,0.00822412,0.96985,7.72518,9.12029,10.8735,13906.9,19.4419,1.00026
avg_var_s_30_1124[34],8.94297,0.00804417,0.931354,7.51542,8.88789,10.5688,13405.0,18.7403,0.999889
avg_var_s_30_1124[35],7.86689,0.00798275,0.864857,6.56426,7.79991,9.38113,11737.7,16.4094,1.00013
avg_var_s_30_1124[36],8.14849,0.0074654,0.86226,6.84155,8.09728,9.64325,13340.5,18.6501,0.99953
avg_var_s_30_1124[37],7.38913,0.00731013,0.836563,6.11454,7.33401,8.86493,13096.2,18.3086,0.999518
avg_var_s_30_1124[38],7.87234,0.00788651,0.900675,6.51656,7.80228,9.46295,13042.7,18.2337,1.00003
avg_var_s_30_1124[39],10.6967,0.0103099,1.17947,8.89354,10.6156,12.7683,13087.7,18.2967,0.999335
avg_var_s_30_1223[1],8.04947,0.00788005,0.929215,6.63962,7.98931,9.66263,13905.1,19.4394,0.999311
avg_var_s_30_1223[2],9.19229,0.0100514,1.04276,7.59094,9.11722,11.0065,10762.6,15.0461,0.999702
avg_var_s_30_1223[3],11.2632,0.0106662,1.22248,9.40336,11.1896,13.4043,13136.1,18.3644,0.999621
avg_var_s_30_1223[4],10.9247,0.0108758,1.21048,9.10208,10.842,13.0731,12387.9,17.3183,0.999922
avg_var_s_30_1223[5],10.0969,0.0105824,1.13506,8.3752,10.0218,12.1081,11504.4,16.0832,1.00008
avg_var_s_30_1223[6],9.55952,0.00907205,1.07091,7.93295,9.49074,11.4273,13934.5,19.4806,1.0002
avg_var_s_30_1223[7],8.27661,0.00837524,0.924697,6.86025,8.22591,9.90072,12190.0,17.0417,0.999957
avg_var_s_30_1223[8],11.4192,0.011056,1.23468,9.56345,11.342,13.5657,12471.3,17.4349,1.00006
avg_var_s_30_1223[9],7.25695,0.00875269,0.923654,5.86143,7.18366,8.88294,11136.2,15.5684,0.999793
avg_var_s_30_1223[10],7.7406,0.00771842,0.894235,6.39403,7.67376,9.30443,13422.9,18.7653,0.999904
avg_var_s_30_1223[11],9.77427,0.00936996,1.0587,8.17873,9.70217,11.593,12766.5,17.8476,0.999464
avg_var_s_30_1223[12],7.03054,0.00729643,0.816085,5.80921,6.9724,8.44858,12509.8,17.4888,0.999933
avg_var_s_30_1223[13],8.59826,0.00884732,1.01619,7.03878,8.53466,10.3784,13192.4,18.4431,0.999675
avg_var_s_30_1223[14],8.80099,0.00894937,1.03035,7.23341,8.72529,10.5933,13255.2,18.5308,0.999563
avg_var_s_30_1223[15],9.56868,0.00907536,1.05498,7.94515,9.504,11.401,13513.2,18.8915,0.999845
avg_var_s_30_1223[16],8.5699,0.00870755,0.987011,7.07214,8.50879,10.3241,12848.5,17.9623,1.00015
avg_var_s_30_1223[17],11.2072,0.00994946,1.13417,9.4585,11.1265,13.1553,12994.5,18.1664,0.99976
avg_var_s_30_1223[18],7.74005,0.00827763,0.92072,6.33741,7.67647,9.36716,12372.1,17.2963,1.00043
avg_var_s_30_1223[19],8.24924,0.00855493,0.974588,6.77463,8.18239,9.9434,12978.0,18.1434,0.999781
avg_var_s_30_1223[20],7.28647,0.00804936,0.888581,5.95174,7.22708,8.84479,12186.3,17.0365,0.999594
avg_var_s_30_1223[21],9.00177,0.00873298,1.01819,7.45798,8.92948,10.7769,13593.6,19.0039,0.999526
avg_var_s_30_1223[22],14.8249,0.01405,1.53197,12.4763,14.7319,17.4874,11889.2,16.6212,1.00056
avg_var_s_30_1223[23],8.61706,0.00868936,1.01887,7.0698,8.55173,10.4172,13748.6,19.2206,1.00006
avg_var_s_30_1223[24],8.76065,0.00852656,1.00363,7.23571,8.693,10.5401,13854.9,19.3692,1.00008
avg_var_s_30_1223[25],7.54147,0.00823544,0.920194,6.15616,7.48093,9.15723,12484.9,17.454,0.999879
avg_var_s_30_1223[26],7.86227,0.00780419,0.916035,6.45001,7.81288,9.47666,13777.4,19.261,0.999918
avg_var_s_30_1223[27],9.68925,0.00870654,1.01454,8.16207,9.62537,11.4417,13578.3,18.9825,0.999553
avg_var_s_30_1223[28],9.59158,0.00933225,1.07365,7.96718,9.5227,11.4741,13235.8,18.5038,0.999696
avg_var_s_30_1223[29],10.5244,0.0104136,1.16572,8.75985,10.4522,12.5456,12531.1,17.5185,0.999586
avg_var_s_30_1223[30],8.3755,0.00872785,0.956893,6.93612,8.31151,10.0476,12020.2,16.8044,0.999794
avg_var_s_30_1223[31],9.53527,0.00982276,1.10535,7.86786,9.45019,11.5053,12662.9,17.7028,0.999908
avg_var_s_30_1223[32],9.53676,0.00973896,1.09928,7.89664,9.46561,11.4696,12740.6,17.8115,0.999516
avg_var_s_30_1223[33],8.84864,0.00882945,1.03282,7.27824,8.78136,10.6454,13683.1,19.1291,1.00013
avg_var_s_30_1223[34],8.99055,0.00881005,1.02602,7.41144,8.92361,10.7877,13563.0,18.9612,0.999968
avg_var_s_30_1223[35],7.85634,0.00789484,0.864595,6.55356,7.79061,9.37415,11993.3,16.7667,0.999775
avg_var_s_30_1223[36],8.20381,0.008029,0.930436,6.79028,8.14219,9.83855,13429.2,18.7741,0.999691
avg_var_s_30_1223[37],7.51013,0.00805112,0.917616,6.10809,7.44393,9.09265,12990.0,18.1601,0.999492
avg_var_s_30_1223[38],7.86572,0.00828448,0.968087,6.42639,7.79231,9.56718,13655.2,19.0901,0.999921
avg_var_s_30_1223[39],10.8738,0.0111202,1.29776,8.90335,10.7772,13.1795,13619.5,19.0402,0.999452
avg_var_s_30_1322[1],7.91393,0.00855299,0.995017,6.41855,7.84417,9.63909,13534.0,18.9206,0.999279
avg_var_s_30_1322[2],8.91805,0.0107789,1.12693,7.22986,8.82093,10.8957,10930.5,15.281,0.999782
avg_var_s_30_1322[3],11.9428,0.0121083,1.37981,9.83461,11.8607,14.3664,12986.0,18.1546,0.999545
avg_var_s_30_1322[4],11.3787,0.012342,1.36591,9.32802,11.2657,13.8051,12248.3,17.1232,0.999947
avg_var_s_30_1322[5],10.141,0.0112254,1.24424,8.25566,10.0509,12.3407,12285.9,17.1758,0.999973
avg_var_s_30_1322[6],9.56869,0.00988374,1.1798,7.7992,9.48104,11.6587,14248.6,19.9197,1.00004
avg_var_s_30_1322[7],8.11511,0.0088069,0.97042,6.64396,8.05029,9.8327,12141.5,16.9739,0.999905
avg_var_s_30_1322[8],11.8139,0.0125235,1.39921,9.73757,11.7032,14.2839,12482.8,17.451,0.999971
avg_var_s_30_1322[9],7.21297,0.00984511,1.0311,5.68087,7.1208,9.03047,10968.8,15.3344,0.99981
avg_var_s_30_1322[10],7.83976,0.00875613,0.986731,6.35139,7.77361,9.57511,12699.1,17.7534,0.999913
avg_var_s_30_1322[11],9.78583,0.0101087,1.14484,8.05555,9.70056,11.7341,12826.2,17.9312,0.999412
avg_var_s_30_1322[12],7.03683,0.00811205,0.913318,5.68391,6.96023,8.6435,12676.0,17.7211,0.999908
avg_var_s_30_1322[13],8.33386,0.00967563,1.1112,6.6753,8.25905,10.3164,13189.4,18.4388,1.00007
avg_var_s_30_1322[14],8.69838,0.00980105,1.11246,7.03095,8.61065,10.6747,12883.1,18.0107,0.999644
avg_var_s_30_1322[15],9.99314,0.00987274,1.16357,8.22821,9.92068,12.0468,13890.3,19.4188,0.999782
avg_var_s_30_1322[16],8.35102,0.00934726,1.06423,6.7576,8.26717,10.2343,12962.9,18.1222,0.999935
avg_var_s_30_1322[17],11.7987,0.0111352,1.27072,9.86984,11.7063,14.0138,13022.8,18.206,0.999987
avg_var_s_30_1322[18],7.88788,0.00883065,1.00007,6.3846,7.8049,9.65191,12825.6,17.9302,1.00041
avg_var_s_30_1322[19],8.2272,0.0093572,1.06668,6.61925,8.14713,10.0769,12995.0,18.1671,0.999748
avg_var_s_30_1322[20],7.27951,0.00873835,0.970597,5.83224,7.20023,9.01317,12337.3,17.2476,0.999734
avg_var_s_30_1322[21],9.4459,0.0098669,1.15452,7.69794,9.35494,11.4556,13691.3,19.1405,0.999535
avg_var_s_30_1322[22],14.0168,0.0142729,1.576,11.669,13.9071,16.7985,12192.4,17.0451,1.00031
avg_var_s_30_1322[23],8.81751,0.00948848,1.13208,7.11581,8.73994,10.7993,14235.0,19.9007,1.00012
avg_var_s_30_1322[24],8.60388,0.00951315,1.07269,6.95593,8.53724,10.5003,12714.5,17.7749,1.00025
avg_var_s_30_1322[25],7.63811,0.00909156,1.00201,6.12023,7.54626,9.40458,12146.8,16.9814,0.999787
avg_var_s_30_1322[26],7.3987,0.00883101,0.977998,5.92155,7.32824,9.10266,12264.7,17.1461,0.999864
avg_var_s_30_1322[27],9.44173,0.00954638,1.0922,7.78492,9.3533,11.3606,13089.7,18.2995,0.999576
avg_var_s_30_1322[28],9.96041,0.0105151,1.21809,8.12531,9.87832,12.1234,13419.2,18.7601,0.999511
avg_var_s_30_1322[29],9.5805,0.010598,1.18594,7.80492,9.49435,11.6622,12522.3,17.5062,0.999689
avg_var_s_30_1322[30],8.23911,0.00952297,1.04241,6.68879,8.15977,10.0676,11982.2,16.7511,0.999844
avg_var_s_30_1322[31],9.89132,0.010895,1.23428,8.02884,9.79126,12.0882,12834.5,17.9427,0.999872
avg_var_s_30_1322[32],9.8608,0.0107626,1.22201,8.07027,9.77138,12.0096,12892.0,18.0231,0.999359
avg_var_s_30_1322[33],8.81816,0.00991269,1.15387,7.08369,8.7345,10.8556,13549.8,18.9427,1.00025
avg_var_s_30_1322[34],9.43397,0.00972219,1.14966,7.67977,9.3499,11.4467,13983.4,19.5489,0.99994
avg_var_s_30_1322[35],8.01352,0.00883823,0.972359,6.55399,7.93954,9.71609,12103.8,16.9212,0.999474
avg_var_s_30_1322[36],8.171,0.00879326,1.00472,6.68481,8.08879,9.93838,13055.3,18.2514,0.999833
avg_var_s_30_1322[37],7.74027,0.00900575,1.02961,6.19471,7.65668,9.56526,13071.0,18.2733,0.99941
avg_var_s_30_1322[38],7.38971,0.00879673,1.01433,5.88621,7.30363,9.20741,13295.9,18.5877,0.999709
avg_var_s_30_1322[39],11.3914,0.0126474,1.4636,9.20536,11.2632,14.0088,13392.0,18.7222,0.999546
delta_avg_var_s[1],5.15763,0.00699241,0.801294,3.86827,5.13909,6.52546,13131.9,18.3585,0.999517
delta_avg_var_s[2],5.30707,0.00796041,0.869185,3.92391,5.28418,6.79173,11922.1,16.6672,0.99981
delta_avg_var_s[3],7.49721,0.00912788,1.07011,5.77216,7.47228,9.27829,13744.2,19.2145,0.999905
delta_avg_var_s[4],6.19574,0.00854014,0.939757,4.70299,6.17152,7.7974,12108.8,16.9282,0.99965
delta_avg_var_s[5],8.78271,0.00848909,0.95668,7.26908,8.74585,10.3887,12700.2,17.755,1.00014
delta_avg_var_s[6],7.75991,0.007367,0.855011,6.43259,7.71951,9.22668,13469.8,18.8309,0.999426
delta_avg_var_s[7],5.9363,0.0068904,0.804472,4.67303,5.91222,7.29784,13631.2,19.0565,0.9999
delta_avg_var_s[8],8.67863,0.00885642,1.01026,7.06404,8.64418,10.3756,13012.2,18.1911,0.999798
delta_avg_var_s[9],7.01896,0.00812186,0.90545,5.62026,6.97563,8.56283,12428.5,17.3751,0.99954
delta_avg_var_s[10],7.45317,0.00810119,0.943701,5.95372,7.42633,9.07204,13569.7,18.9706,0.999631
delta_avg_var_s[11],6.56286,0.00788581,0.905059,5.11558,6.5505,8.06386,13172.3,18.4149,0.999838
delta_avg_var_s[12],5.98544,0.00678567,0.768026,4.77339,5.95269,7.30964,12810.5,17.9092,0.999585
delta_avg_var_s[13],7.32436,0.00812637,0.92063,5.86357,7.30187,8.88314,12834.5,17.9427,0.999638
delta_avg_var_s[14],6.98668,0.00745049,0.853634,5.64464,6.94725,8.41377,13127.2,18.352,0.999816
delta_avg_var_s[15],8.67318,0.00819141,0.969288,7.14218,8.64755,10.3384,14001.9,19.5748,0.99974
delta_avg_var_s[16],7.17275,0.00825216,0.908294,5.74838,7.13026,8.72255,12114.8,16.9366,1.00033
delta_avg_var_s[17],6.9226,0.00823596,0.960427,5.38015,6.88847,8.56031,13598.8,19.0112,1.00036
delta_avg_var_s[18],6.34048,0.00657734,0.783835,5.09501,6.31266,7.66313,14202.0,19.8544,0.999468
delta_avg_var_s[19],6.92594,0.00707407,0.824147,5.61981,6.90341,8.33042,13572.8,18.9749,0.999932
delta_avg_var_s[20],5.32052,0.00695785,0.772242,4.10339,5.29808,6.63915,12318.4,17.2213,0.999445
delta_avg_var_s[21],8.01794,0.00794015,0.895434,6.60987,7.97808,9.52858,12717.7,17.7795,0.999614
delta_avg_var_s[22],9.62727,0.00920214,1.04052,7.9657,9.60068,11.4013,12785.7,17.8744,0.999966
delta_avg_var_s[23],7.82026,0.00815109,0.937354,6.3301,7.78581,9.43335,13224.4,18.4878,1.00013
delta_avg_var_s[24],7.61311,0.00799553,0.876174,6.24373,7.57556,9.10098,12008.4,16.7879,0.999886
delta_avg_var_s[25],4.95691,0.0076229,0.851066,3.59665,4.9245,6.397,12464.8,17.4259,0.999815
delta_avg_var_s[26],5.01569,0.00701874,0.801688,3.74384,4.98779,6.35702,13046.4,18.239,0.999875
delta_avg_var_s[27],7.1957,0.00820219,0.940538,5.7216,7.15007,8.80582,13149.0,18.3824,0.999916
delta_avg_var_s[28],6.19049,0.0075557,0.846755,4.8433,6.17063,7.6302,12559.3,17.558,0.999589
delta_avg_var_s[29],7.72625,0.00797469,0.948122,6.1777,7.69979,9.32591,14135.2,19.7611,0.999861
delta_avg_var_s[30],7.53445,0.00798586,0.897487,6.13206,7.48775,9.08002,12630.3,17.6572,1.00038
delta_avg_var_s[31],6.86126,0.0082578,0.970667,5.32469,6.82193,8.51886,13816.9,19.3162,0.999903
delta_avg_var_s[32],8.21888,0.0085467,0.96758,6.70328,8.17093,9.86584,12816.7,17.9179,0.999855
delta_avg_var_s[33],7.47504,0.00763827,0.893565,6.07255,7.44148,8.97852,13685.6,19.1325,0.999915
delta_avg_var_s[34],6.25483,0.0081298,0.911563,4.82119,6.21773,7.80405,12572.3,17.5761,1.00014
delta_avg_var_s[35],6.52518,0.0078717,0.887809,5.12903,6.487,8.03123,12720.4,17.7833,1.00002
delta_avg_var_s[36],8.2957,0.00808088,0.921284,6.8504,8.26128,9.87847,12997.8,18.171,1.0002
delta_avg_var_s[37],6.64401,0.00665822,0.774682,5.43276,6.60697,7.96825,13537.3,18.9252,0.999427
delta_avg_var_s[38],5.48885,0.0072533,0.786274,4.23305,5.46241,6.8288,11751.0,16.428,1.00048
delta_avg_var_s[39],8.55684,0.00949315,0.995743,6.98163,8.51199,10.2408,11002.0,15.3809,0.999865
delta_avg_var_s_narrowrange[1],3.41448,0.00768203,0.887567,2.02311,3.36833,4.94849,13349.0,18.6621,0.999491
delta_avg_var_s_narrowrange[2],4.06832,0.00916709,1.01033,2.49892,4.02699,5.79368,12146.9,16.9815,0.999756
delta_avg_var_s_narrowrange[3],4.61521,0.00970773,1.15103,2.8258,4.56868,6.60228,14058.4,19.6537,0.999664
delta_avg_var_s_narrowrange[4],4.75854,0.00967492,1.08093,3.07347,4.71284,6.63558,12482.5,17.4506,0.999867
